date,airline,flight_number,origin,destination,origin_country,destination_country,origin_region,destination_region,aircraft_type,passengers_affected,reason
2026-04-12,Cathay Pacific,CA7549,Dubai,Chicago,UAE,USA,Middle East,North America,Boeing 777-300ER,220,Airport closure — military activity
2026-04-12,LATAM Airlines,LA2355,London,Johannesburg,UK,South Africa,Europe,Africa,Airbus A380-800,156,Crew safety — company policy
2026-04-12,Vietnam Airlines,VI4328,Dubai,Bahrain,UAE,Bahrain,Middle East,Middle East,Boeing 787-9 Dreamliner,254,Government travel ban
2026-04-12,Gulf Air,GU9478,Dubai,Warsaw,UAE,Poland,Middle East,Europe,Boeing 777-300ER,358,Government travel ban
2026-04-12,TAP Air Portugal,TA5193,Kuwait City,Mumbai,Kuwait,India,Middle East,South Asia,Airbus A380-800,157,ATC flow restrictions — congestion
2026-04-12,LATAM Airlines,LA9830,Mexico City,London,Mexico,UK,Latin America,Europe,Boeing 787-10 Dreamliner,438,Government travel ban
2026-04-12,flydubai,FL7653,Riyadh,London,Saudi Arabia,UK,Middle East,Europe,Boeing 737 MAX 8,325,Crew duty-time exceedance after long reroutes
2026-04-13,Aeroflot,AE7528,Kuwait City,Cairo,Kuwait,Egypt,Middle East,North Africa,Boeing 787-10 Dreamliner,407,Diplomatic advisory — do not fly
2026-04-13,Mahan Air,MA8586,Dubai,Jakarta,UAE,Indonesia,Middle East,Asia Pacific,Airbus A320neo,275,Diplomatic advisory — do not fly
2026-04-13,Thai Airways,TH9550,Abu Dhabi,Washington,UAE,USA,Middle East,North America,Airbus A330-300,296,Airspace closure — NOTAM
2026-04-13,Aeroflot,AE9377,Riyadh,New York,Saudi Arabia,USA,Middle East,North America,Airbus A330-300,369,Government travel ban
2026-04-13,LATAM Airlines,LA725,Madrid,Dubai,Spain,UAE,Europe,Middle East,Boeing 737 MAX 8,403,Crew safety — company policy
2026-04-13,Kuwait Airways,KU2025,Dubai,Santiago,UAE,Chile,Middle East,Latin America,Boeing 777-200LR,259,Insurance restriction — war zone
2026-04-13,Wizz Air,WI3521,London,Abu Dhabi,UK,UAE,Europe,Middle East,Airbus A350-900,349,Insurance restriction — war zone
2026-04-13,Pakistan International Airlines,PA3800,Shanghai,Dubai,China,UAE,Asia Pacific,Middle East,Boeing 787-9 Dreamliner,98,Diplomatic advisory — do not fly
2026-04-13,Oman Air,OM7846,Dubai,Cairo,UAE,Egypt,Middle East,North Africa,Boeing 777-300ER,99,ATC flow restrictions — congestion
2026-04-13,Japan Airlines,JA4222,Riyadh,Islamabad,Saudi Arabia,Pakistan,Middle East,South Asia,Airbus A350-900,303,Airport closure — military activity
2026-04-13,LOT Polish Airlines,LO8942,Doha,London,Qatar,UK,Middle East,Europe,Airbus A330-300,132,ATC flow restrictions — congestion
2026-04-13,Kenya Airways,KE3029,London,Sydney,UK,Australia,Europe,Asia Pacific,Airbus A380-800,360,Temporary corridor suspension — safety bulletin
2026-04-13,Ryanair,RY168,Toronto,Dubai,Canada,UAE,North America,Middle East,Boeing 777-200LR,208,Crew safety — company policy
2026-04-13,Saudi Arabian Airlines,SA9408,Bogotá,Madrid,Colombia,Spain,Latin America,Europe,Boeing 737 MAX 8,324,Airspace closure — NOTAM
2026-04-13,Azul Brazilian Airlines,AZ4381,Cairo,Riyadh,Egypt,Saudi Arabia,North Africa,Middle East,Airbus A320neo,189,Temporary corridor suspension — safety bulletin
2026-04-13,TAP Air Portugal,TA9749,Bahrain,London,Bahrain,UK,Middle East,Europe,Boeing 777-300ER,147,Temporary corridor suspension — safety bulletin
2026-04-13,Avianca,AV499,London,Tokyo,UK,Japan,Europe,Asia Pacific,Boeing 777-200LR,143,Fuel supply disruption
2026-04-13,Royal Air Maroc,RO7278,Dubai,Warsaw,UAE,Poland,Middle East,Europe,Airbus A340-600,444,Crew duty-time exceedance after long reroutes
2026-04-13,Malaysia Airlines,MA5663,Dubai,Seoul,UAE,South Korea,Middle East,Asia Pacific,Boeing 737 MAX 8,226,Diplomatic advisory — do not fly
2026-04-13,Malaysia Airlines,MA2605,Jakarta,Dubai,Indonesia,UAE,Asia Pacific,Middle East,Boeing 787-9 Dreamliner,87,Temporary corridor suspension — safety bulletin
2026-04-13,Korean Air,KO377,Madrid,Dubai,Spain,UAE,Europe,Middle East,Airbus A340-600,436,ATC flow restrictions — congestion
2026-04-13,flydubai,FL987,Doha,Seoul,Qatar,South Korea,Middle East,Asia Pacific,Airbus A321neo,224,Security risk — conflict zone
2026-04-13,Air France,AI4606,London,Los Angeles,UK,USA,Europe,North America,Airbus A320neo,109,Airport closure — military activity
2026-04-13,Emirates SkyCargo,EM9890,Singapore,Auckland,Singapore,New Zealand,Asia Pacific,Asia Pacific,Boeing 777-300ER,290,Airport closure — military activity
2026-04-14,Oman Air,OM8548,London,Beijing,UK,China,Europe,Asia Pacific,Boeing 737-800,302,Diplomatic advisory — do not fly
2026-04-14,LOT Polish Airlines,LO9677,Kuala Lumpur,Dubai,Malaysia,UAE,Asia Pacific,Middle East,Airbus A380-800,323,Insurance restriction — war zone
2026-04-14,Qatar Airways,QA691,Doha,Mumbai,Qatar,India,Middle East,South Asia,Boeing 737 MAX 8,206,Crew duty-time exceedance after long reroutes
2026-04-14,Wizz Air,WI632,London,Sydney,UK,Australia,Europe,Asia Pacific,Boeing 777-200LR,141,Crew safety — company policy
2026-04-14,Air Algerie,AI6339,Tehran,Istanbul,Iran,Turkey,Middle East,Middle East,Airbus A330-300,304,Diplomatic advisory — do not fly
2026-04-14,Gulf Air,GU8686,Shanghai,Doha,China,Qatar,Asia Pacific,Middle East,Boeing 737-800,404,Airport closure — military activity
2026-04-14,Qatar Airways,QA4353,Istanbul,Dubai,Turkey,UAE,Middle East,Middle East,Airbus A380-800,254,Insurance restriction — war zone
2026-04-14,SAS,SA5450,Delhi,Dubai,India,UAE,South Asia,Middle East,Airbus A340-600,308,Crew safety — company policy
2026-04-14,Kenya Airways,KE3336,Doha,Toronto,Qatar,Canada,Middle East,North America,Airbus A340-600,286,Airport closure — military activity
2026-04-14,Thai Airways,TH1684,Lahore,Doha,Pakistan,Qatar,South Asia,Middle East,Boeing 787-9 Dreamliner,254,ATC flow restrictions — congestion
2026-04-14,China Southern,CH5519,Tokyo,Dubai,Japan,UAE,Asia Pacific,Middle East,Airbus A350-900,211,Security risk — conflict zone
2026-04-14,Swiss International Air Lines,SW4870,Singapore,Los Angeles,Singapore,USA,Asia Pacific,North America,Boeing 737 MAX 8,356,Airport closure — military activity
2026-04-14,Air Arabia,AI859,Seoul,Doha,South Korea,Qatar,Asia Pacific,Middle East,Boeing 787-9 Dreamliner,413,Crew safety — company policy
2026-04-14,Thai Airways,TH8508,London,Muscat,UK,Oman,Europe,Middle East,Airbus A330-300,267,Crew safety — company policy
2026-04-14,LOT Polish Airlines,LO7683,Frankfurt,Dubai,Germany,UAE,Europe,Middle East,Airbus A330-300,313,Crew duty-time exceedance after long reroutes
2026-04-14,TAP Air Portugal,TA1473,Seoul,Doha,South Korea,Qatar,Asia Pacific,Middle East,Airbus A340-600,268,Insurance restriction — war zone
2026-04-14,British Airways,BR3818,New York,Riyadh,USA,Saudi Arabia,North America,Middle East,Airbus A350-900,326,Government travel ban
2026-04-14,Azul Brazilian Airlines,AZ3840,Doha,London,Qatar,UK,Middle East,Europe,Boeing 737 MAX 8,281,Fuel supply disruption
2026-04-14,Atlas Air,AT6968,Addis Ababa,London,Ethiopia,UK,Africa,Europe,Airbus A330-300,423,Security risk — conflict zone
2026-04-15,Cargolux,CA7975,Beirut,Paris,Lebanon,France,Middle East,Europe,Airbus A350-900,297,Government travel ban
2026-04-15,Japan Airlines,JA8512,Toronto,Dubai,Canada,UAE,North America,Middle East,Boeing 787-10 Dreamliner,378,Security risk — conflict zone
2026-04-15,Air New Zealand,AI6945,Tehran,Beijing,Iran,China,Middle East,Asia Pacific,Airbus A340-600,399,Security risk — conflict zone
2026-04-15,Delta Air Lines,DE5938,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Boeing 787-9 Dreamliner,435,Fuel supply disruption
2026-04-15,KLM,KL8272,Kuwait City,Mumbai,Kuwait,India,Middle East,South Asia,Airbus A330-300,145,Government travel ban
2026-04-15,Qatar Airways,QA6624,Islamabad,Dubai,Pakistan,UAE,South Asia,Middle East,Boeing 737-800,435,Security risk — conflict zone
2026-04-15,FedEx Express,FE3743,Frankfurt,Beijing,Germany,China,Europe,Asia Pacific,Airbus A340-600,169,Diplomatic advisory — do not fly
2026-04-15,South African Airways,SO2864,London,Tokyo,UK,Japan,Europe,Asia Pacific,Airbus A380-800,335,Temporary corridor suspension — safety bulletin
2026-04-15,Air India,AI7628,Doha,São Paulo,Qatar,Brazil,Middle East,Latin America,Boeing 787-9 Dreamliner,361,Insurance restriction — war zone
2026-04-15,Emirates SkyCargo,EM309,Kuwait City,Cairo,Kuwait,Egypt,Middle East,North Africa,Boeing 737 MAX 8,294,Crew duty-time exceedance after long reroutes
2026-04-15,ANA,AN658,Istanbul,Delhi,Turkey,India,Middle East,South Asia,Airbus A350-900,196,Temporary corridor suspension — safety bulletin
2026-04-15,United Airlines,UN6864,Doha,Los Angeles,Qatar,USA,Middle East,North America,Boeing 737 MAX 8,358,Temporary corridor suspension — safety bulletin
2026-04-15,IndiGo,IN1102,Beijing,Tehran,China,Iran,Asia Pacific,Middle East,Boeing 777-200LR,139,ATC flow restrictions — congestion
2026-04-15,Copa Airlines,CO3133,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Boeing 737 MAX 8,97,Insurance restriction — war zone
2026-04-15,EgyptAir,EG8663,Madrid,Dubai,Spain,UAE,Europe,Middle East,Airbus A320neo,181,Insurance restriction — war zone
2026-04-15,Aeroflot,AE5996,Tehran,Moscow,Iran,Russia,Middle East,Europe,Airbus A340-600,280,Airport closure — military activity
2026-04-15,Asiana Airlines,AS9424,Dubai,Zurich,UAE,Switzerland,Middle East,Europe,Boeing 777-200LR,341,Insurance restriction — war zone
2026-04-15,Air New Zealand,AI5221,New York,Dubai,USA,UAE,North America,Middle East,Boeing 777-200LR,101,Fuel supply disruption
2026-04-15,easyJet,EA7363,Istanbul,Delhi,Turkey,India,Middle East,South Asia,Airbus A340-600,189,Crew duty-time exceedance after long reroutes
2026-04-15,ANA,AN8915,Dubai,London,UAE,UK,Middle East,Europe,Boeing 787-9 Dreamliner,303,Airspace closure — NOTAM
2026-04-15,Avianca,AV5382,London,Mexico City,UK,Mexico,Europe,Latin America,Airbus A380-800,333,Temporary corridor suspension — safety bulletin
2026-04-15,Royal Air Maroc,RO4615,Nairobi,Dubai,Kenya,UAE,Africa,Middle East,Airbus A320neo,206,Airport closure — military activity
2026-04-15,DHL Aviation,DH6810,Ho Chi Minh City,Doha,Vietnam,Qatar,Asia Pacific,Middle East,Airbus A320neo,133,Government travel ban
2026-04-15,United Airlines,UN1012,Shanghai,Doha,China,Qatar,Asia Pacific,Middle East,Airbus A380-800,231,ATC flow restrictions — congestion
2026-04-16,Aeroflot,AE9949,Nairobi,Dubai,Kenya,UAE,Africa,Middle East,Airbus A321neo,94,Temporary corridor suspension — safety bulletin
2026-04-16,Asiana Airlines,AS9689,Bogotá,Madrid,Colombia,Spain,Latin America,Europe,Airbus A320neo,122,Security risk — conflict zone
2026-04-16,Vietnam Airlines,VI6665,London,Nairobi,UK,Kenya,Europe,Africa,Airbus A340-600,313,Temporary corridor suspension — safety bulletin
2026-04-16,Japan Airlines,JA9327,Auckland,Dubai,New Zealand,UAE,Asia Pacific,Middle East,Airbus A321neo,382,Diplomatic advisory — do not fly
2026-04-16,Avianca,AV7380,Seoul,Doha,South Korea,Qatar,Asia Pacific,Middle East,Airbus A320neo,311,Security risk — conflict zone
2026-04-16,DHL Aviation,DH618,Santiago,Dubai,Chile,UAE,Latin America,Middle East,Airbus A350-900,172,Fuel supply disruption
2026-04-16,Wizz Air,WI4949,Toronto,Dubai,Canada,UAE,North America,Middle East,Airbus A320neo,420,Government travel ban
2026-04-16,SpiceJet,SP1820,Johannesburg,Dubai,South Africa,UAE,Africa,Middle East,Boeing 787-10 Dreamliner,290,Security risk — conflict zone
2026-04-16,Turkish Airlines,TU3182,Dubai,Jakarta,UAE,Indonesia,Middle East,Asia Pacific,Airbus A350-900,376,Insurance restriction — war zone
2026-04-16,KLM,KL8039,Kuwait City,London,Kuwait,UK,Middle East,Europe,Boeing 787-9 Dreamliner,117,Diplomatic advisory — do not fly
2026-04-16,Air Canada,AI6868,London,Seoul,UK,South Korea,Europe,Asia Pacific,Boeing 737 MAX 8,83,Government travel ban
2026-04-16,Azul Brazilian Airlines,AZ525,Sydney,Abu Dhabi,Australia,UAE,Asia Pacific,Middle East,Airbus A321neo,345,Crew duty-time exceedance after long reroutes
2026-04-16,Kuwait Airways,KU4575,Singapore,London,Singapore,UK,Asia Pacific,Europe,Airbus A321neo,192,Government travel ban
2026-04-16,Qatar Airways,QA9133,Addis Ababa,London,Ethiopia,UK,Africa,Europe,Boeing 787-10 Dreamliner,444,Insurance restriction — war zone
2026-04-16,Saudi Arabian Airlines,SA4769,New York,Doha,USA,Qatar,North America,Middle East,Boeing 787-9 Dreamliner,85,Temporary corridor suspension — safety bulletin
2026-04-16,Atlas Air,AT6690,Singapore,Auckland,Singapore,New Zealand,Asia Pacific,Asia Pacific,Boeing 777-200LR,242,Temporary corridor suspension — safety bulletin
2026-04-16,Turkish Airlines,TU5166,Singapore,Sydney,Singapore,Australia,Asia Pacific,Asia Pacific,Boeing 777-300ER,191,ATC flow restrictions — congestion
2026-04-16,Southwest Airlines,SO7620,Dubai,Tokyo,UAE,Japan,Middle East,Asia Pacific,Boeing 737-800,131,Government travel ban
2026-04-16,Delta Air Lines,DE2867,London,Kuwait City,UK,Kuwait,Europe,Middle East,Boeing 777-300ER,152,Crew duty-time exceedance after long reroutes
2026-04-17,Mahan Air,MA3896,Madrid,Bogotá,Spain,Colombia,Europe,Latin America,Airbus A330-300,341,Temporary corridor suspension — safety bulletin
2026-04-17,SAS,SA1963,Singapore,Sydney,Singapore,Australia,Asia Pacific,Asia Pacific,Airbus A321neo,323,Crew duty-time exceedance after long reroutes
2026-04-17,Thai Airways,TH1130,Mexico City,Madrid,Mexico,Spain,Latin America,Europe,Airbus A320neo,95,Fuel supply disruption
2026-04-17,Wizz Air,WI416,Chicago,Doha,USA,Qatar,North America,Middle East,Airbus A321neo,184,Fuel supply disruption
2026-04-17,Kenya Airways,KE7815,Sydney,London,Australia,UK,Asia Pacific,Europe,Airbus A321neo,159,Airport closure — military activity
2026-04-17,Emirates SkyCargo,EM9458,Islamabad,Dubai,Pakistan,UAE,South Asia,Middle East,Boeing 777-300ER,360,Insurance restriction — war zone
2026-04-17,flynas,FL9150,Istanbul,Karachi,Turkey,Pakistan,Middle East,South Asia,Boeing 787-9 Dreamliner,142,Airport closure — military activity
2026-04-17,Garuda Indonesia,GA7531,São Paulo,Dubai,Brazil,UAE,Latin America,Middle East,Airbus A320neo,198,Crew safety — company policy
2026-04-17,Air France,AI6901,Auckland,Dubai,New Zealand,UAE,Asia Pacific,Middle East,Airbus A380-800,419,Government travel ban
2026-04-17,China Southern,CH9537,Moscow,Dubai,Russia,UAE,Europe,Middle East,Airbus A320neo,379,Fuel supply disruption
2026-04-17,Copa Airlines,CO7734,Frankfurt,Dubai,Germany,UAE,Europe,Middle East,Boeing 777-300ER,388,Airspace closure — NOTAM
2026-04-17,Air Canada,AI9830,Paris,Beirut,France,Lebanon,Europe,Middle East,Airbus A340-600,192,Insurance restriction — war zone
2026-04-17,Air France,AI7815,London,Beijing,UK,China,Europe,Asia Pacific,Airbus A320neo,177,Crew safety — company policy
2026-04-17,Kuwait Airways,KU8739,Johannesburg,London,South Africa,UK,Africa,Europe,Airbus A330-300,228,Diplomatic advisory — do not fly
2026-04-17,Pakistan International Airlines,PA4335,Dubai,Istanbul,UAE,Turkey,Middle East,Middle East,Airbus A320neo,269,ATC flow restrictions — congestion
2026-04-17,British Airways,BR4153,Beijing,Tehran,China,Iran,Asia Pacific,Middle East,Boeing 777-200LR,105,Insurance restriction — war zone
2026-04-17,Aeroflot,AE4228,Riyadh,London,Saudi Arabia,UK,Middle East,Europe,Airbus A380-800,107,Insurance restriction — war zone
2026-04-17,Singapore Airlines,SI1618,Seoul,Doha,South Korea,Qatar,Asia Pacific,Middle East,Airbus A380-800,302,Security risk — conflict zone
2026-04-17,Qatar Airways,QA9928,Delhi,Istanbul,India,Turkey,South Asia,Middle East,Boeing 737 MAX 8,139,Diplomatic advisory — do not fly
2026-04-17,Singapore Airlines,SI8161,Zurich,Dubai,Switzerland,UAE,Europe,Middle East,Boeing 787-10 Dreamliner,123,Insurance restriction — war zone
2026-04-17,KLM,KL6893,Tokyo,Dubai,Japan,UAE,Asia Pacific,Middle East,Airbus A330-300,327,Government travel ban
2026-04-17,Etihad Airways,ET2566,Sydney,Singapore,Australia,Singapore,Asia Pacific,Asia Pacific,Boeing 777-200LR,404,ATC flow restrictions — congestion
2026-04-17,Kuwait Airways,KU896,Singapore,Tokyo,Singapore,Japan,Asia Pacific,Asia Pacific,Airbus A330-300,83,Security risk — conflict zone
2026-04-17,Qantas,QA6356,Seoul,Dubai,South Korea,UAE,Asia Pacific,Middle East,Boeing 777-300ER,197,Crew duty-time exceedance after long reroutes
2026-04-17,flydubai,FL3657,Mumbai,Doha,India,Qatar,South Asia,Middle East,Boeing 737 MAX 8,156,Crew safety — company policy
2026-04-17,Avianca,AV8205,London,Kuala Lumpur,UK,Malaysia,Europe,Asia Pacific,Boeing 737 MAX 8,104,Fuel supply disruption
2026-04-18,Wizz Air,WI2897,Tehran,Istanbul,Iran,Turkey,Middle East,Middle East,Boeing 777-300ER,192,Airport closure — military activity
2026-04-18,Saudi Arabian Airlines,SA3347,Johannesburg,Dubai,South Africa,UAE,Africa,Middle East,Airbus A330-300,341,Security risk — conflict zone
2026-04-18,United Airlines,UN2951,Islamabad,Riyadh,Pakistan,Saudi Arabia,South Asia,Middle East,Boeing 737-800,226,Crew safety — company policy
2026-04-18,Thai Airways,TH3172,Singapore,Tokyo,Singapore,Japan,Asia Pacific,Asia Pacific,Boeing 737 MAX 8,233,Diplomatic advisory — do not fly
2026-04-18,Singapore Airlines,SI9554,Dubai,Warsaw,UAE,Poland,Middle East,Europe,Airbus A321neo,425,Fuel supply disruption
2026-04-18,South African Airways,SO9382,Singapore,Tokyo,Singapore,Japan,Asia Pacific,Asia Pacific,Boeing 787-10 Dreamliner,112,Insurance restriction — war zone
2026-04-18,Malaysia Airlines,MA994,London,Singapore,UK,Singapore,Europe,Asia Pacific,Airbus A340-600,178,Airspace closure — NOTAM
2026-04-18,Malaysia Airlines,MA7062,Doha,Chicago,Qatar,USA,Middle East,North America,Boeing 777-300ER,149,Crew duty-time exceedance after long reroutes
2026-04-18,Pakistan International Airlines,PA1836,Dubai,Cairo,UAE,Egypt,Middle East,North Africa,Boeing 787-10 Dreamliner,182,Airspace closure — NOTAM
2026-04-18,ANA,AN2730,Dubai,Mumbai,UAE,India,Middle East,South Asia,Airbus A330-300,108,Temporary corridor suspension — safety bulletin
2026-04-18,Saudi Arabian Airlines,SA7006,Shanghai,Paris,China,France,Asia Pacific,Europe,Airbus A350-900,448,Airspace closure — NOTAM
2026-04-18,Malaysia Airlines,MA1361,Dubai,Toronto,UAE,Canada,Middle East,North America,Airbus A330-300,369,Airspace closure — NOTAM
2026-04-18,Emirates SkyCargo,EM8903,Tokyo,Singapore,Japan,Singapore,Asia Pacific,Asia Pacific,Boeing 787-9 Dreamliner,405,ATC flow restrictions — congestion
2026-04-18,TAP Air Portugal,TA6003,Auckland,Dubai,New Zealand,UAE,Asia Pacific,Middle East,Boeing 787-10 Dreamliner,300,ATC flow restrictions — congestion
2026-04-18,Japan Airlines,JA9024,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Airbus A380-800,180,Diplomatic advisory — do not fly
2026-04-18,Aeroflot,AE1863,Paris,Dubai,France,UAE,Europe,Middle East,Airbus A380-800,366,Fuel supply disruption
2026-04-18,United Airlines,UN4752,London,Abu Dhabi,UK,UAE,Europe,Middle East,Boeing 737-800,147,Airspace closure — NOTAM
2026-04-18,Air New Zealand,AI7722,Dubai,Zurich,UAE,Switzerland,Middle East,Europe,Airbus A380-800,128,Temporary corridor suspension — safety bulletin
2026-04-18,LOT Polish Airlines,LO2258,Santiago,Dubai,Chile,UAE,Latin America,Middle East,Boeing 787-9 Dreamliner,258,Crew duty-time exceedance after long reroutes
2026-04-18,Azul Brazilian Airlines,AZ3030,Bahrain,Dubai,Bahrain,UAE,Middle East,Middle East,Boeing 777-200LR,383,Insurance restriction — war zone
2026-04-18,Iberia,IB731,Paris,Doha,France,Qatar,Europe,Middle East,Airbus A320neo,206,Airport closure — military activity
2026-04-18,ANA,AN9882,Paris,Doha,France,Qatar,Europe,Middle East,Airbus A340-600,179,Crew duty-time exceedance after long reroutes
2026-04-18,flynas,FL7734,Dubai,London,UAE,UK,Middle East,Europe,Airbus A330-300,435,Crew duty-time exceedance after long reroutes
2026-04-18,Etihad Airways,ET1265,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Airbus A321neo,346,Security risk — conflict zone
2026-04-19,Finnair,FI7196,Dubai,Seoul,UAE,South Korea,Middle East,Asia Pacific,Airbus A350-900,192,Insurance restriction — war zone
2026-04-19,Air China,AI3169,Dubai,Paris,UAE,France,Middle East,Europe,Airbus A321neo,296,Crew safety — company policy
2026-04-19,Delta Air Lines,DE9437,Dubai,Delhi,UAE,India,Middle East,South Asia,Airbus A320neo,396,Crew safety — company policy
2026-04-19,Pakistan International Airlines,PA7355,Addis Ababa,London,Ethiopia,UK,Africa,Europe,Boeing 777-200LR,168,Insurance restriction — war zone
2026-04-19,Malaysia Airlines,MA8782,Sydney,London,Australia,UK,Asia Pacific,Europe,Airbus A330-300,147,Airspace closure — NOTAM
2026-04-19,Mahan Air,MA4087,Johannesburg,Dubai,South Africa,UAE,Africa,Middle East,Airbus A330-300,121,Airspace closure — NOTAM
2026-04-19,Royal Air Maroc,RO1740,Cairo,Riyadh,Egypt,Saudi Arabia,North Africa,Middle East,Airbus A380-800,360,Security risk — conflict zone
2026-04-19,easyJet,EA2968,Dubai,Mumbai,UAE,India,Middle East,South Asia,Airbus A350-900,110,Security risk — conflict zone
2026-04-19,Singapore Airlines,SI7872,Riyadh,New York,Saudi Arabia,USA,Middle East,North America,Airbus A330-300,141,Temporary corridor suspension — safety bulletin
2026-04-19,flydubai,FL8285,Paris,Dubai,France,UAE,Europe,Middle East,Airbus A321neo,172,Crew duty-time exceedance after long reroutes
2026-04-19,Emirates SkyCargo,EM1133,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Boeing 787-10 Dreamliner,130,Government travel ban
2026-04-19,Thai Airways,TH5712,London,Riyadh,UK,Saudi Arabia,Europe,Middle East,Boeing 777-300ER,401,Airport closure — military activity
2026-04-19,easyJet,EA7514,London,Addis Ababa,UK,Ethiopia,Europe,Africa,Boeing 787-9 Dreamliner,445,ATC flow restrictions — congestion
2026-04-19,easyJet,EA9775,Santiago,Dubai,Chile,UAE,Latin America,Middle East,Airbus A330-300,163,Government travel ban
2026-04-19,Cathay Pacific,CA2530,Tokyo,Dubai,Japan,UAE,Asia Pacific,Middle East,Airbus A380-800,373,Fuel supply disruption
2026-04-19,SpiceJet,SP6587,Doha,Mumbai,Qatar,India,Middle East,South Asia,Boeing 777-300ER,291,Fuel supply disruption
2026-04-19,EgyptAir,EG5069,Vancouver,Dubai,Canada,UAE,North America,Middle East,Boeing 787-9 Dreamliner,233,Crew duty-time exceedance after long reroutes
2026-04-19,Kenya Airways,KE4395,Dubai,Islamabad,UAE,Pakistan,Middle East,South Asia,Boeing 787-9 Dreamliner,412,Crew safety — company policy
2026-04-19,FedEx Express,FE2024,Guangzhou,Dubai,China,UAE,Asia Pacific,Middle East,Airbus A321neo,368,Airspace closure — NOTAM
2026-04-19,Air India,AI8610,Dubai,São Paulo,UAE,Brazil,Middle East,Latin America,Airbus A340-600,399,Diplomatic advisory — do not fly
2026-04-19,Thai Airways,TH812,London,Nairobi,UK,Kenya,Europe,Africa,Airbus A380-800,397,Security risk — conflict zone
2026-04-19,Etihad Airways,ET8469,Abu Dhabi,Sydney,UAE,Australia,Middle East,Asia Pacific,Boeing 787-10 Dreamliner,281,ATC flow restrictions — congestion
2026-04-19,Cargolux,CA8036,London,Bahrain,UK,Bahrain,Europe,Middle East,Boeing 737-800,441,Airspace closure — NOTAM
2026-04-19,Korean Air,KO8149,Cairo,Dubai,Egypt,UAE,North Africa,Middle East,Boeing 737 MAX 8,170,Temporary corridor suspension — safety bulletin
2026-04-19,Atlas Air,AT2774,Doha,Seoul,Qatar,South Korea,Middle East,Asia Pacific,Airbus A340-600,376,Security risk — conflict zone
2026-04-19,Vietnam Airlines,VI1290,Doha,Lisbon,Qatar,Portugal,Middle East,Europe,Airbus A330-300,144,Airport closure — military activity
2026-04-19,Air France,AI5351,London,São Paulo,UK,Brazil,Europe,Latin America,Airbus A330-300,146,Temporary corridor suspension — safety bulletin
2026-04-19,Cathay Pacific,CA8561,Muscat,London,Oman,UK,Middle East,Europe,Airbus A380-800,106,Diplomatic advisory — do not fly
2026-04-19,UPS Airlines,UP522,Mexico City,London,Mexico,UK,Latin America,Europe,Airbus A340-600,354,Airspace closure — NOTAM
2026-04-19,UPS Airlines,UP1451,Moscow,Doha,Russia,Qatar,Europe,Middle East,Boeing 787-10 Dreamliner,343,Crew duty-time exceedance after long reroutes
2026-04-20,ANA,AN5541,Riyadh,London,Saudi Arabia,UK,Middle East,Europe,Boeing 737 MAX 8,91,Insurance restriction — war zone
2026-04-20,Air India,AI9296,Tokyo,Dubai,Japan,UAE,Asia Pacific,Middle East,Boeing 787-9 Dreamliner,217,Airport closure — military activity
2026-04-20,flydubai,FL2063,Doha,New York,Qatar,USA,Middle East,North America,Airbus A340-600,115,Crew safety — company policy
2026-04-20,Air Algerie,AI9604,Casablanca,Paris,Morocco,France,Africa,Europe,Airbus A330-300,88,Temporary corridor suspension — safety bulletin
2026-04-20,EgyptAir,EG1318,Dubai,London,UAE,UK,Middle East,Europe,Airbus A380-800,314,Temporary corridor suspension — safety bulletin
2026-04-20,ANA,AN5375,Bahrain,Dubai,Bahrain,UAE,Middle East,Middle East,Airbus A350-900,199,Airspace closure — NOTAM
2026-04-20,flydubai,FL4710,Doha,Toronto,Qatar,Canada,Middle East,North America,Boeing 777-200LR,226,Insurance restriction — war zone
2026-04-20,Copa Airlines,CO1881,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Boeing 737 MAX 8,101,Security risk — conflict zone
2026-04-20,Kuwait Airways,KU4743,Mumbai,Doha,India,Qatar,South Asia,Middle East,Boeing 777-200LR,106,Diplomatic advisory — do not fly
2026-04-20,Air France,AI8129,London,Dubai,UK,UAE,Europe,Middle East,Airbus A321neo,302,Government travel ban
2026-04-20,Japan Airlines,JA7381,Cairo,Riyadh,Egypt,Saudi Arabia,North Africa,Middle East,Boeing 737-800,154,Temporary corridor suspension — safety bulletin
2026-04-20,Cathay Pacific,CA364,Santiago,London,Chile,UK,Latin America,Europe,Airbus A350-900,200,Airport closure — military activity
2026-04-20,Qantas,QA3406,Dubai,Kuala Lumpur,UAE,Malaysia,Middle East,Asia Pacific,Boeing 737 MAX 8,229,Security risk — conflict zone
2026-04-20,Finnair,FI5921,Doha,Mumbai,Qatar,India,Middle East,South Asia,Airbus A340-600,361,Government travel ban
2026-04-20,Delta Air Lines,DE4186,Casablanca,Dubai,Morocco,UAE,Africa,Middle East,Boeing 787-9 Dreamliner,131,Crew safety — company policy
